episode,step,position.0,position.1,position.2,engagement,action.0,action.1,action.2,action.3,success,stage.approach,stage.engage,stage.release,stage.transport
ep_0005,8,-0.0329683088,-0.0411543176,0.201641679,0,0.00054519996,-0.0229241215,-0.00325620174,0,0,0,0,0,0
ep_0005,9,-0.0204102118,-0.0657105148,0.196883917,0,0.012558097,-0.0245561972,-0.00475776196,0,0,0,0,0,0
ep_0005,10,-0.0289860945,-0.0936056897,0.202473491,0,-0.00857588276,-0.0278951749,0.00558957458,0,0,0,0,0,0
ep_0005,11,-0.0213491675,-0.123257495,0.20393686,0,0.00763692707,-0.0296518058,0.00146336854,0,0,1,0,0,0
ep_0005,12,-0.0151176713,-0.145218283,0.195651323,0,0.00623149611,-0.0219607875,-0.00828553736,0,0,1,0,0,0
ep_0005,13,-0.0187305789,-0.146481514,0.175828487,0,-0.0036129076,-0.00126323104,-0.0198228359,0,0,1,0,0,0
ep_0005,14,-0.0186325181,-0.150300518,0.15710859,0,9.80608165e-05,-0.0038190037,-0.0187198967,0,0,1,0,0,0
ep_0005,15,-0.0166105665,-0.150094762,0.138506517,0,0.0020219516,0.000205755234,-0.0186020732,0,0,1,0,0,0
ep_0005,16,-0.0238493234,-0.145543039,0.130205661,0,-0.00723875687,0.0045517236,-0.00830085576,0,0,1,0,0,0
ep_0005,17,-0.0207167082,-0.147206753,0.100843266,0,0.00313261524,-0.00166371465,-0.0293623954,0,0,1,0,0,0
ep_0005,18,-0.0178303011,-0.140027285,0.0834166557,0,0.00288640708,0.00717946887,-0.01742661,0,0,1,0,0,0
ep_0006,0,0.0713874325,-0.0250035636,0.365793884,0,0,0,0,0,0,0,0,0,0
ep_0006,1,0.06892474,-0.0234173872,0.349681467,0,-0.00246269256,0.00158617646,-0.016112417,0,0,0,0,0,0
ep_0006,2,0.0669028684,-0.0354014076,0.326380521,0,-0.00202187151,-0.0119840205,-0.0233009458,0,0,0,0,0,0
ep_0006,3,0.0530197509,-0.0332189538,0.310977995,0,-0.0138831176,0.00218245387,-0.0154025257,0,0,0,0,0,0
ep_0006,4,0.052885402,-0.0320989899,0.303089559,0,-0.000134348869,0.00111996382,-0.00788843632,0,0,0,0,0,0
ep_0006,5,0.0485559963,-0.0470673852,0.28407681,0,-0.00432940573,-0.0149683952,-0.0190127492,0,0,0,0,0,0
ep_0006,6,0.037817359,-0.0542661771,0.271489263,0,-0.0107386373,-0.00719879195,-0.0125875473,0,0,0,0,0,0
ep_0006,7,0.0425737202,-0.054452125,0.256663352,0,0.00475636125,-0.000185947865,-0.0148259103,0,0,0,0,0,0
ep_0006,8,0.0337833278,-0.0507035106,0.236856475,0,-0.00879039243,0.00374861434,-0.0198068768,0,0,0,0,0,0
ep_0006,9,0.027729474,-0.056426242,0.228227556,0,-0.00605385378,-0.00572273135,-0.00862891972,0,0,0,0,0,0
ep_0006,10,0.0176725015,-0.0703151971,0.209930152,0,-0.0100569725,-0.0138889551,-0.0182974041,0,0,0,0,0,0
ep_0006,11,0.0122485943,-0.0677061155,0.191498339,0,-0.00542390719,0.00260908157,-0.0184318125,0,0,1,0,0,0
ep_0006,12,0.0155069316,-0.07378079,0.180199876,0,0.00325833727,-0.00607467443,-0.0112984627,0,0,1,0,0,0
ep_0006,13,0.0109754074,-0.068365097,0.166172236,0,-0.00453152414,0.00541569293,-0.0140276402,0,0,1,0,0,0
ep_0006,14,0.018327916,-0.0805464685,0.143170506,0,0.0073525086,-0.0121813715,-0.0230017304,0,0,1,0,0,0
ep_0006,15,0.0201111063,-0.0734579116,0.126110926,0,0.0017831903,0.00708855689,-0.0170595795,0,0,1,0,0,0
ep_0006,16,0.0112999761,-0.0689246804,0.0918462723,0,-0.00881113019,0.00453323126,-0.0342646539,0,0,1,0,0,0
ep_0006,17,0.0120426388,-0.0699981153,0.0926027074,0,0.000742662698,-0.00107343495,0.000756435096,0,0,1,0,0,0
ep_0006,18,0.0131629528,-0.0740123168,0.0714899078,0,0.001120314,-0.00401420146,-0.0211127996,0,0,1,0,0,0
ep_0007,0,0.30051437,0.0502539575,0.35500744,0,0,0,0,0,0,0,0,0,0
ep_0007,1,0.259526223,0.0429137237,0.33947438,0,-0.0409881473,-0.00734023377,-0.0155330598,0,0,0,0,0,0
ep_0007,2,0.216091275,0.0301092602,0.321856529,0,-0.0434349477,-0.0128044635,-0.0176178515,0,0,0,0,0,0
ep_0007,3,0.184490487,0.0154877212,0.30602473,0,-0.0316007882,-0.014621539,-0.0158317983,0,0,0,0,0,0
ep_0007,4,0.141871378,0.00426709745,0.301343292,0,-0.0426191092,-0.0112206237,-0.00468143821,0,0,0,0,0,0
ep_0007,5,0.112308912,-0.00176488375,0.278328925,0,-0.0295624658,-0.0060319812,-0.0230143666,0,0,0,0,0,0
ep_0007,6,0.0528969392,-0.010497991,0.264263302,0,-0.0594119728,-0.00873310678,-0.0140656233,0,0,0,0,0,0
ep_0007,7,0.0258032884,-0.0218834225,0.25291428,0,-0.0270936508,-0.0113854315,-0.0113490224,0,0,0,0,0,0
ep_0007,8,-0.0157631841,-0.0375687145,0.238008663,0,-0.0415664725,-0.015685292,-0.0149056166,0,0,0,0,0,0
ep_0007,9,-0.0517461598,-0.0392233171,0.222222611,0,-0.0359829739,-0.00165460259,-0.0157860518,0,0,0,0,0,0
ep_0007,10,-0.094905749,-0.0602809228,0.201685458,0,-0.0431595892,-0.0210576057,-0.0205371529,0,0,0,0,0,0
ep_0007,11,-0.127631441,-0.0652603284,0.19525744,0,-0.0327256918,-0.00497940555,-0.00642801821,0,0,1,0,0,0
ep_0007,12,-0.177586854,-0.0681257769,0.177191213,0,-0.0499554127,-0.00286544859,-0.0180662274,0,0,1,0,0,0
ep_0007,13,-0.170163989,-0.0694487914,0.157345235,0,0.00742286444,-0.0013230145,-0.0198459774,0,0,1,0,0,0
ep_0007,14,-0.171748117,-0.0718039498,0.142761528,0,-0.00158412755,-0.00235515833,-0.0145837069,0,0,1,0,0,0
ep_0007,15,-0.17115958,-0.0752333701,0.11402303,0,0.000588536263,-0.00342942029,-0.0287384987,0,0,1,0,0,0
ep_0007,16,-0.176153407,-0.0719323456,0.0962636471,0,-0.00499382615,0.00330102444,-0.0177593827,0,0,1,0,0,0
ep_0007,17,-0.180822626,-0.0712669641,0.079252854,0,-0.00466921926,0.000665381551,-0.0170107931,0,0,1,0,0,0
ep_0007,18,-0.172937483,-0.0707624406,0.0614492856,0,0.00788514316,0.000504523516,-0.0178035684,0,0,1,0,0,0
ep_0008,0,-0.14240922,0.191327959,0.356658936,0,0,0,0,0,0,0,0,0,0
ep_0008,1,-0.136696458,0.17644307,0.343816072,0,0.00571276248,-0.0148848891,-0.0128428638,0,0,0,0,0,0
ep_0008,2,-0.114985883,0.166935697,0.326068282,0,0.0217105746,-0.00950737298,-0.0177477896,0,0,0,0,0,0
ep_0008,3,-0.0992319584,0.14902398,0.299274743,0,0.0157539248,-0.0179117173,-0.0267935395,0,0,0,0,0,0
ep_0008,4,-0.0844753534,0.140929833,0.294111222,0,0.014756605,-0.00809414685,-0.00516352057,0,0,0,0,0,0
ep_0008,5,-0.0792657435,0.131129086,0.272929996,0,0.00520960987,-0.00980074704,-0.0211812258,0,0,0,0,0,0
ep_0008,6,-0.0608598888,0.111549594,0.26302579,0,0.0184058547,-0.0195794925,-0.0099042058,0,0,0,0,0,0
ep_0008,7,-0.0448917337,0.0937281474,0.252196997,0,0.0159681551,-0.0178214461,-0.010828793,0,0,0,0,0,0
ep_0008,8,-0.036491286,0.0737189949,0.239898965,0,0.00840044767,-0.0200091526,-0.0122980326,0,0,0,0,0,0
ep_0008,9,-0.0277385823,0.070193015,0.216493845,0,0.00875270367,-0.00352597982,-0.0234051198,0,0,0,0,0,0
ep_0008,10,-0.00825085491,0.0588879548,0.199935049,0,0.0194877274,-0.0113050602,-0.0165587962,0,0,0,0,0,0
ep_0008,11,0.0112171182,0.0453519374,0.182623029,0,0.0194679722,-0.0135360174,-0.0173120201,0,0,1,0,0,0
ep_0008,12,0.0215822496,0.0405858532,0.176143035,0,0.0103651313,-0.00476608425,-0.00647999346,0,0,1,0,0,0
ep_0008,13,0.0189281534,0.0330843888,0.157387048,0,-0.00265409611,-0.00750146434,-0.0187559873,0,0,1,0,0,0
ep_0008,14,0.022224091,0.0385075733,0.131743789,0,0.00329593755,0.00542318448,-0.0256432593,0,0,1,0,0,0
ep_0008,15,0.0200610347,0.0350194573,0.121475287,0,-0.00216305628,-0.00348811597,-0.0102685019,0,0,1,0,0,0
ep_0008,16,0.0186388381,0.0358793847,0.101298772,0,-0.00142219663,0.000859927386,-0.020176515,0,0,1,0,0,0
ep_0008,17,0.0181282293,0.0322921351,0.0771630183,0,-0.000510608777,-0.00358724967,-0.0241357535,0,0,1,0,0,0
ep_0008,18,0.0202793181,0.0314593539,0.0614679828,0,0.00215108879,-0.000832781196,-0.0156950355,0,0,1,0,0,0
ep_0009,0,-0.270585537,-0.0443413407,0.292083472,0,0,0,0,0,0,0,0,0,0
ep_0009,1,-0.227602184,-0.0523397103,0.281957924,0,0.0429833531,-0.00799836963,-0.0101255476,0,0,0,0,0,0
ep_0009,2,-0.194381759,-0.0623310022,0.276598662,0,0.0332204252,-0.00999129191,-0.00535926223,0,0,0,0,0,0
ep_0009,3,-0.153410316,-0.0682482496,0.267282516,0,0.0409714431,-0.00591724738,-0.00931614637,0,0,0,0,0,0
ep_0009,4,-0.113480687,-0.0702326521,0.254796594,0,0.0399296284,-0.00198440254,-0.0124859214,0,0,0,0,0,0
ep_0009,5,-0.0784344673,-0.0817597434,0.249083862,0,0.0350462198,-0.0115270913,-0.00571273267,0,0,0,0,0,0
ep_0009,6,-0.0410239995,-0.0907549337,0.234224543,0,0.0374104679,-0.00899519026,-0.0148593187,0,0,0,0,0,0
ep_0009,7,-0.00852875412,-0.100952335,0.230758175,0,0.0324952453,-0.010197401,-0.00346636772,0,0,0,0,0,0
ep_0009,8,0.0257951189,-0.107854553,0.220383391,0,0.0343238711,-0.00690221786,-0.0103747845,0,0,0,0,0,0
ep_0009,9,0.0728449449,-0.120725058,0.211807087,0,0.0470498279,-0.0128705055,-0.00857630372,0,0,0,0,0,0
ep_0009,10,0.106836691,-0.124365568,0.210465848,0,0.0339917466,-0.00364051014,-0.00134123862,0,0,0,0,0,0
ep_0009,11,0.151836559,-0.133537307,0.188902989,0,0.0449998677,-0.00917173922,-0.0215628594,0,0,1,0,0,0
ep_0009,12,0.181621656,-0.14293398,0.189437896,0,0.0297850966,-0.00939667225,0.000534906983,0,0,1,0,0,0
ep_0009,13,0.18006283,-0.139111757,0.173914254,0,-0.00155882537,0.00382222235,-0.0155236423,0,0,1,0,0,0
ep_0009,14,0.183661312,-0.142127812,0.150707856,0,0.00359848142,-0.00301605463,-0.0232063979,0,0,1,0,0,0
ep_0009,15,0.184726387,-0.142762795,0.132724747,0,0.0010650754,-0.000634983182,-0.0179831088,0,0,1,0,0,0
ep_0009,16,0.176841825,-0.14061448,0.112241045,0,-0.00788456202,0.00214831531,-0.0204837024,0,0,1,0,0,0
ep_0009,17,0.182876289,-0.145518064,0.0901404247,0,0.00603446364,-0.00490358472,-0.02210062,0,0,1,0,0,0
ep_0009,18,0.181714624,-0.146426514,0.0731960014,0,-0.00116166472,-0.000908449292,-0.0169444233,0,0,1,0,0,0
ep_0010,0,0.133420095,-0.182888851,0.290934563,0,0,0,0,0,0,0,0,0,0
ep_0010,1,0.122126631,-0.145059064,0.282301337,0,-0.0112934634,0.0378297865,-0.00863322616,0,0,0,0,0,0
ep_0010,2,0.10602165,-0.119230762,0.25776282,0,-0.0161049813,0.0258283019,-0.024538517,0,0,0,0,0,0
ep_0010,3,0.101712301,-0.0873066559,0.270653427,0,-0.00430934876,0.0319241062,0.0128906071,0,0,0,0,0,0
ep_0010,4,0.087422587,-0.0582775213,0.249974474,0,-0.0142897144,0.0290291347,-0.0206789523,0,0,0,0,0,0
ep_0010,5,0.0753532648,-0.0270038638,0.250300944,0,-0.0120693222,0.0312736556,0.000326469541,0,0,0,0,0,0
ep_0010,6,0.0621744767,0.00606949814,0.234716356,0,-0.0131787881,0.033073362,-0.0155845881,0,0,0,0,0,0
ep_0010,7,0.0564238913,0.03842213,0.227025643,0,-0.00575058535,0.0323526338,-0.00769071281,0,0,0,0,0,0
ep_0010,8,0.043773707,0.0652050823,0.218237177,0,-0.0126501843,0.0267829522,-0.00878846645,0,0,0,0,0,0
ep_0010,9,0.0357983559,0.0937663317,0.215508938,0,-0.00797535107,0.0285612494,-0.0027282387,0,0,0,0,0,0
ep_0010,10,0.0188583583,0.128963679,0.197612301,0,-0.0169399977,0.0351973474,-0.0178966373,0,0,0,0,0,0
ep_0010,11,0.00215560244,0.17146796,0.192451656,0,-0.0167027563,0.0425042808,-0.00516064465,0,0,1,0,0,0
ep_0010,12,-0.00692071207,0.195559248,0.186998099,0,-0.00907631405,0.0240912884,-0.00545355678,0,0,1,0,0,0
ep_0010,13,-0.00347766071,0.197019726,0.16863957,0,0.00344305136,0.00146047771,-0.0183585286,0,0,1,0,0,0
ep_0010,14,-0.00657067448,0.196616799,0.145290732,0,-0.00309301377,-0.000402927399,-0.0233488381,0,0,1,0,0,0
ep_0010,15,-0.00988321379,0.192040503,0.124096006,0,-0.00331253931,-0.00457629561,-0.0211947262,0,0,1,0,0,0
ep_0010,16,0.00174998422,0.196341231,0.107060149,0,0.0116331978,0.00430072844,-0.0170358568,0,0,1,0,0,0
ep_0010,17,-0.00921617635,0.203264847,0.090830043,0,-0.0109661603,0.00692361593,-0.0162301064,0,0,1,0,0,0
ep_0010,18,-0.00131522352,0.198469192,0.0673747584,0,0.00790095329,-0.00479565561,-0.0234552845,0,0,1,0,0,0
ep_0011,0,0.0583749674,-0.278206408,0.235695422,0,0,0,0,0,0,0,0,0,0
ep_0011,1,0.0367012136,-0.252609372,0.220239252,0,-0.0216737539,0.0255970359,-0.0154561698,0,0,0,0,0,0
ep_0011,2,0.0266074985,-0.230234683,0.217161909,0,-0.010093715,0.0223746896,-0.00307734311,0,0,0,0,0,0
ep_0011,3,0.00272645615,-0.200830176,0.213366166,0,-0.0238810424,0.0294045061,-0.00379574299,0,0,0,0,0,0
ep_0011,4,-0.0234383512,-0.185430512,0.214040175,0,-0.0261648074,0.0153996646,0.000674009323,0,0,0,0,0,0
ep_0011,5,-0.0442943238,-0.156326979,0.211122945,0,-0.0208559725,0.0291035324,-0.00291723013,0,0,0,0,0,0
ep_0011,6,-0.0615380034,-0.130256519,0.205279946,0,-0.0172436796,0.0260704607,-0.00584299862,0,0,0,0,0,0
